user_id,track_id
1,81626
1,81646
1,81703
1,81766
1,81700
1,81738
2,72789
2,20245
2,20194
2,20131
2,20102
2,27185
2,19881
2,19838
3,24984
3,34596
2,62687
2,62319
2,62054
2,61861
3,72770
3,72790
3,472
3,685
3,759
3,12270
3,7561
4,24188
4,61907
4,29805
4,61591
4,54746
4,37953
4,61997
4,60673
4,62080
4,34132
4,61771
